127.0.0.1 - - [01/Oct/2021:15:33:54 +0700] "GET / HTTP/1.1" 404 955
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:53:17 +0700] "GET /TrainingGESO/pages/scripts/erp-SanPhamList_Trinh.js HTTP/1.1" 200 10080
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:53:21 +0700] "POST /TrainingGESO/pages/Erp/ChiTietDonHangList_Trinh.jsp?donHangMoi=1&letters=1 HTTP/1.1" 200 65
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:53:29 +0700] "POST /TrainingGESO/pages/Erp/ChiTietDonHangList_Trinh.jsp?donHangMoi=1&letters=3 HTTP/1.1" 200 65
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:53:32 +0700] "POST /TrainingGESO/pages/Erp/ChiTietDonHangList_Trinh.jsp?donHangMoi=1&letters=2 HTTP/1.1" 200 28
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:53:36 +0700] "GET /TrainingGESO/DonbanhangListSvl_cuong?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:53:36 +0700] "GET /TrainingGESO/pages/Erp/DonbanhangList_cuong.jsp HTTP/1.1" 200 9916
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:53:36 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:53:36 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:53:36 +0700] "GET /TrainingGESO/pages/scripts/lang/en.js HTTP/1.1" 404 1066
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:53:37 +0700] "POST /TrainingGESO/DonbanhangListSvl_cuong HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:53:37 +0700] "GET /TrainingGESO/pages/Erp/DonbanhangNew_cuong.jsp HTTP/1.1" 200 8605
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:53:42 +0700] "GET /TrainingGESO/DonBanHang_HangSvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:53:42 +0700] "GET /TrainingGESO/pages/Erp/DonBanHang_Hang.jsp HTTP/1.1" 200 10399
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:53:42 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:53:42 +0700] "GET /TrainingGESO/pages/scripts/lang/en.js HTTP/1.1" 404 1066
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:53:43 +0700] "POST /TrainingGESO/DonBanHang_HangSvl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:53:43 +0700] "GET /TrainingGESO/pages/Erp/DonBanHangUpdate_Hang.jsp HTTP/1.1" 200 29309
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:53:43 +0700] "GET /TrainingGESO/pages/scripts/erp_ListSanPham_Hang.js HTTP/1.1" 200 10075
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:53:47 +0700] "POST /TrainingGESO/pages/Erp/ErpSanPhamList_Hang.jsp?donmuahang=1&letters=1 HTTP/1.1" 200 66
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:53:55 +0700] "POST /TrainingGESO/pages/Erp/ErpSanPhamList_Hang.jsp?donmuahang=1&letters=2 HTTP/1.1" 200 28
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:53:57 +0700] "POST /TrainingGESO/pages/Erp/ErpSanPhamList_Hang.jsp?donmuahang=1&letters=3 HTTP/1.1" 200 66
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:54:41 +0700] "GET /TrainingGESO/DonbanhangListSvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:54:41 +0700] "GET /TrainingGESO/pages/Erp/DonbanhangList.jsp HTTP/1.1" 200 11004
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:54:41 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:54:41 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:54:41 +0700] "GET /TrainingGESO/pages/scripts/lang/en.js HTTP/1.1" 404 1066
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:54:43 +0700] "GET /TrainingGESO/DonHangDuongNguyenListSvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:54:43 +0700] "GET /TrainingGESO/pages/Erp/DonHangListDuongNguyen.jsp HTTP/1.1" 200 9746
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:54:43 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:54:43 +0700] "GET /TrainingGESO/pages/scripts/lang/en.js HTTP/1.1" 404 1066
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:54:44 +0700] "GET /TrainingGESO/SanPhamDuongNguyenListSvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:54:44 +0700] "GET /TrainingGESO/pages/Erp/SanPhamListDuongNguyen.jsp HTTP/1.1" 200 12359
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:54:44 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:54:44 +0700] "GET /TrainingGESO/pages/scripts/lang/en.js HTTP/1.1" 404 1066
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:54:46 +0700] "POST /TrainingGESO/SanPhamDuongNguyenListSvl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:54:46 +0700] "GET /TrainingGESO/pages/Erp/SanPhamNewDuongNguyen.jsp HTTP/1.1" 200 8103
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:54:48 +0700] "GET /TrainingGESO/DonbanhangListSvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:54:48 +0700] "GET /TrainingGESO/pages/Erp/DonbanhangList.jsp HTTP/1.1" 200 11004
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:54:48 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:54:48 +0700] "GET /TrainingGESO/pages/scripts/lang/en.js HTTP/1.1" 404 1066
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:54:50 +0700] "POST /TrainingGESO/DonbanhangListSvl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:54:50 +0700] "GET /TrainingGESO/pages/Erp/Donbanhangnew.jsp HTTP/1.1" 200 34279
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:54:52 +0700] "POST /TrainingGESO/pages/Erp/SanPhamChuyenKhoErpList_tan.jsp?donmuahang=1&letters=1 HTTP/1.1" 200 28
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:54:55 +0700] "POST /TrainingGESO/pages/Erp/SanPhamChuyenKhoErpList_tan.jsp?donmuahang=1&letters=11 HTTP/1.1" 200 28
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:54:55 +0700] "POST /TrainingGESO/pages/Erp/SanPhamChuyenKhoErpList_tan.jsp?donmuahang=1&letters=111 HTTP/1.1" 200 28
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:54:55 +0700] "POST /TrainingGESO/pages/Erp/SanPhamChuyenKhoErpList_tan.jsp?donmuahang=1&letters=1111 HTTP/1.1" 200 28
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:54:55 +0700] "POST /TrainingGESO/pages/Erp/SanPhamChuyenKhoErpList_tan.jsp?donmuahang=1&letters=11111 HTTP/1.1" 200 28
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:54:56 +0700] "POST /TrainingGESO/pages/Erp/SanPhamChuyenKhoErpList_tan.jsp?donmuahang=1&letters=111 HTTP/1.1" 200 28
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:54:56 +0700] "POST /TrainingGESO/pages/Erp/SanPhamChuyenKhoErpList_tan.jsp?donmuahang=1&letters=11 HTTP/1.1" 200 28
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:55:03 +0700] "POST /TrainingGESO/pages/Erp/SanPhamChuyenKhoErpList_tan.jsp?donmuahang=1&letters=2 HTTP/1.1" 200 28
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:55:07 +0700] "POST /TrainingGESO/pages/Erp/SanPhamChuyenKhoErpList_tan.jsp?donmuahang=1&letters=4 HTTP/1.1" 200 28
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:55:12 +0700] "GET /TrainingGESO/DonmuahangListSvl?userId=100002 HTTP/1.1" 404 1045
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:55:13 +0700] "GET /TrainingGESO/DonmuahangListSvl?userId=100002 HTTP/1.1" 404 1045
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:55:14 +0700] "GET /TrainingGESO/SanphamListSvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:55:14 +0700] "GET /TrainingGESO/pages/Erp/Sanphamlist.jsp HTTP/1.1" 200 13891
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:55:14 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:55:14 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:55:14 +0700] "GET /TrainingGESO/pages/scripts/lang/en.js HTTP/1.1" 404 1066
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:55:15 +0700] "POST /TrainingGESO/SanphamListSvl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:55:15 +0700] "GET /TrainingGESO/pages/Erp/sanphamnew.jsp HTTP/1.1" 200 8267
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:55:17 +0700] "GET /TrainingGESO/DonhangListSvl_tan?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:55:17 +0700] "GET /TrainingGESO/pages/Erp/DonbanhangList_Tan.jsp HTTP/1.1" 200 10649
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:55:17 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:55:17 +0700] "GET /TrainingGESO/pages/scripts/lang/en.js HTTP/1.1" 404 1066
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:55:17 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:55:18 +0700] "POST /TrainingGESO/DonhangListSvl_tan HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:55:18 +0700] "GET /TrainingGESO/pages/Erp/DonbanhangNew_tan.jsp HTTP/1.1" 200 8511
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:55:21 +0700] "GET /TrainingGESO/DonmuahangListSvl_tan?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:55:21 +0700] "GET /TrainingGESO/pages/Erp/DonmuahangList_tan.jsp HTTP/1.1" 200 10424
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:55:21 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:55:21 +0700] "GET /TrainingGESO/pages/scripts/lang/en.js HTTP/1.1" 404 1066
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:55:21 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:55:22 +0700] "POST /TrainingGESO/DonmuahangListSvl_tan HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:55:22 +0700] "GET /TrainingGESO/pages/Erp/DonmuahangNew_tan.jsp HTTP/1.1" 200 31806
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:55:22 +0700] "GET /TrainingGESO/pages/images/pdf2013.png HTTP/1.1" 200 4298
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:55:24 +0700] "POST /TrainingGESO/pages/Erp/SanPhamChuyenKhoErpList_tan.jsp?donmuahang=1&letters=1 HTTP/1.1" 200 28
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:55:28 +0700] "GET /TrainingGESO/NhacungcapSvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:55:28 +0700] "GET /TrainingGESO/pages/Erp/Nhacungcaplist.jsp HTTP/1.1" 200 9708
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:55:28 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:55:28 +0700] "GET /TrainingGESO/pages/scripts/lang/en.js HTTP/1.1" 404 1066
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:55:28 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:55:30 +0700] "POST /TrainingGESO/NhacungcapSvl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:55:30 +0700] "GET /TrainingGESO/pages/Erp/NhacungcapNew.jsp HTTP/1.1" 200 7886
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:55:32 +0700] "GET /TrainingGESO/BanhangSvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:55:32 +0700] "GET /TrainingGESO/pages/Erp/BanhangList.jsp HTTP/1.1" 200 10607
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:55:32 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:55:32 +0700] "GET /TrainingGESO/pages/scripts/lang/en.js HTTP/1.1" 404 1066
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:55:35 +0700] "POST /TrainingGESO/BanhangSvl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:55:35 +0700] "GET /TrainingGESO/pages/Erp/BanhangNew.jsp HTTP/1.1" 200 50028
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:55:35 +0700] "GET /TrainingGESO/pages/images/back_first.png HTTP/1.1" 200 938
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:55:35 +0700] "GET /TrainingGESO/pages/images/back_1.png HTTP/1.1" 200 825
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:55:35 +0700] "GET /TrainingGESO/pages/images/next_e.png HTTP/1.1" 200 1077
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:55:35 +0700] "GET /TrainingGESO/pages/images/next_1.png HTTP/1.1" 200 800
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:55:39 +0700] "POST /TrainingGESO/pages/Erp/SanPhamChuyenKhoErpList_tan.jsp?donmuahang=1&letters=1 HTTP/1.1" 200 28
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:55:45 +0700] "POST /TrainingGESO/pages/Erp/SanPhamChuyenKhoErpList_tan.jsp?donmuahang=1&letters=2 HTTP/1.1" 200 28
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:55:47 +0700] "POST /TrainingGESO/pages/Erp/SanPhamChuyenKhoErpList_tan.jsp?donmuahang=1&letters=3 HTTP/1.1" 200 28
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:56:02 +0700] "POST /TrainingGESO/BanhangUpdateSvl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:56:02 +0700] "POST /TrainingGESO/BanhangUpdateSvl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:56:02 +0700] "GET /TrainingGESO/pages/Erp/BanhangNew.jsp HTTP/1.1" 200 50512
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:56:05 +0700] "POST /TrainingGESO/BanhangUpdateSvl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:56:05 +0700] "POST /TrainingGESO/BanhangUpdateSvl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:56:05 +0700] "GET /TrainingGESO/pages/Erp/BanhangNew.jsp HTTP/1.1" 200 50511
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:56:06 +0700] "POST /TrainingGESO/BanhangUpdateSvl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:56:07 +0700] "POST /TrainingGESO/BanhangUpdateSvl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:56:07 +0700] "POST /TrainingGESO/BanhangUpdateSvl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:56:07 +0700] "POST /TrainingGESO/BanhangUpdateSvl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:56:07 +0700] "GET /TrainingGESO/pages/Erp/BanhangNew.jsp HTTP/1.1" 200 50511
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:56:09 +0700] "POST /TrainingGESO/BanhangUpdateSvl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:56:09 +0700] "GET /TrainingGESO/pages/Erp/BanhangNew.jsp HTTP/1.1" 200 50066
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:56:16 +0700] "POST /TrainingGESO/BanhangUpdateSvl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:56:16 +0700] "GET /TrainingGESO/pages/Erp/BanhangNew.jsp HTTP/1.1" 200 50512
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:56:23 +0700] "POST /TrainingGESO/BanhangUpdateSvl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:56:23 +0700] "GET /TrainingGESO/pages/Erp/BanhangNew.jsp HTTP/1.1" 200 50066
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:56:31 +0700] "POST /TrainingGESO/pages/Erp/SanPhamChuyenKhoErpList_tan.jsp?donmuahang=1&letters=1 HTTP/1.1" 200 28
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:56:36 +0700] "POST /TrainingGESO/pages/Erp/SanPhamChuyenKhoErpList_tan.jsp?donmuahang=1&letters=11 HTTP/1.1" 200 28
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:56:38 +0700] "POST /TrainingGESO/pages/Erp/SanPhamChuyenKhoErpList_tan.jsp?donmuahang=1&letters=2 HTTP/1.1" 200 28
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:56:49 +0700] "GET /TrainingGESO/SanphamNhom2ListSvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:56:49 +0700] "GET /TrainingGESO/pages/Erp/SanphamListNhom2.jsp HTTP/1.1" 200 12416
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:56:49 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:56:49 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:56:49 +0700] "GET /TrainingGESO/pages/scripts/lang/en.js HTTP/1.1" 404 1066
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:56:51 +0700] "POST /TrainingGESO/SanphamNhom2ListSvl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:56:51 +0700] "GET /TrainingGESO/pages/Erp/Sanphamnewnhom2.jsp HTTP/1.1" 200 8274
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:57:03 +0700] "GET /TrainingGESO/DonHangListSvl_Vy?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:57:03 +0700] "GET /TrainingGESO/pages/Erp/DonHangList_Vy.jsp HTTP/1.1" 200 11018
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:57:03 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:57:03 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:57:03 +0700] "GET /TrainingGESO/pages/scripts/lang/en.js HTTP/1.1" 404 1066
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:57:05 +0700] "POST /TrainingGESO/DonHangListSvl_Vy HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:57:05 +0700] "GET /TrainingGESO/pages/Erp/DonHangNew_Vy.jsp HTTP/1.1" 200 40971
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:57:08 +0700] "POST /TrainingGESO/pages/Erp/SanPhamList_Vy.jsp?donHangMoi=1&letters=2 HTTP/1.1" 200 28
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:57:10 +0700] "POST /TrainingGESO/pages/Erp/SanPhamList_Vy.jsp?donHangMoi=1&letters=1 HTTP/1.1" 200 65
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:59:34 +0700] "GET /TrainingGESO/DonHangListSvl_Vy?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:59:34 +0700] "GET /TrainingGESO/pages/Erp/DonHangList_Vy.jsp HTTP/1.1" 200 11018
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:59:34 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:59:34 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:59:34 +0700] "GET /TrainingGESO/pages/scripts/lang/en.js HTTP/1.1" 404 1066
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:59:34 +0700] "GET /TrainingGESO/DonHangListSvl_Vy?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:59:35 +0700] "GET /TrainingGESO/pages/Erp/DonHangList_Vy.jsp HTTP/1.1" 200 11018
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:59:35 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:59:35 +0700] "GET /TrainingGESO/pages/scripts/lang/en.js HTTP/1.1" 404 1066
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:59:35 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:59:35 +0700] "GET /TrainingGESO/DonHangListSvl_Vy?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:59:35 +0700] "GET /TrainingGESO/pages/Erp/DonHangList_Vy.jsp HTTP/1.1" 200 11018
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:59:35 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:59:35 +0700] "GET /TrainingGESO/pages/scripts/lang/en.js HTTP/1.1" 404 1066
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:59:35 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:59:36 +0700] "GET /TrainingGESO/DonHangListSvl_Vy?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:59:36 +0700] "GET /TrainingGESO/pages/Erp/DonHangList_Vy.jsp HTTP/1.1" 200 11018
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:59:36 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:59:36 +0700] "GET /TrainingGESO/pages/scripts/lang/en.js HTTP/1.1" 404 1066
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:59:36 +0700] "POST /TrainingGESO/DonHangListSvl_Vy HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:59:36 +0700] "GET /TrainingGESO/pages/Erp/DonHangNew_Vy.jsp HTTP/1.1" 200 40973
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:59:40 +0700] "POST /TrainingGESO/pages/Erp/SanPhamList_Vy.jsp?donHangMoi=1&letters=1 HTTP/1.1" 200 65
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:59:48 +0700] "POST /TrainingGESO/pages/Erp/SanPhamList_Vy.jsp?donHangMoi=1&letters=2 HTTP/1.1" 200 28
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:59:51 +0700] "POST /TrainingGESO/pages/Erp/SanPhamList_Vy.jsp?donHangMoi=1&letters=21 HTTP/1.1" 200 28
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:59:53 +0700] "POST /TrainingGESO/pages/Erp/SanPhamList_Vy.jsp?donHangMoi=1&letters=214 HTTP/1.1" 200 28
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:59:54 +0700] "POST /TrainingGESO/pages/Erp/SanPhamList_Vy.jsp?donHangMoi=1&letters=2145 HTTP/1.1" 200 28
0:0:0:0:0:0:0:1 - - [01/Oct/2021:15:59:57 +0700] "POST /TrainingGESO/pages/Erp/SanPhamList_Vy.jsp?donHangMoi=1&letters=4 HTTP/1.1" 200 65
0:0:0:0:0:0:0:1 - - [01/Oct/2021:16:00:30 +0700] "GET /TrainingGESO/DonHangListSvl_Vy?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:16:00:30 +0700] "GET /TrainingGESO/pages/Erp/DonHangList_Vy.jsp HTTP/1.1" 200 11018
0:0:0:0:0:0:0:1 - - [01/Oct/2021:16:00:30 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
